_gloss,videos,signers,is_candidate,clears_bar
EGYPT,32,29,False,True
EMBARRASS,32,29,False,True
ENTER,32,29,False,True
ERASE4,32,28,False,True
EUROPE,32,29,False,True
EXPERIENCE,32,29,False,True
EXPLANATION,32,29,False,True
FAIL,32,31,False,True
FALL2,32,29,False,True
FALLINGASLEEP,32,29,False,True
FARM,32,29,False,True
FAULT,32,29,False,True
FAVORITE,32,28,False,True
FEW,32,27,False,True
FILTER,32,29,False,True
FLUTE,32,29,False,True
FOUR,32,29,False,True
FRACTION,32,29,False,True
FRIENDLY,32,29,False,True
FUTURE,32,29,False,True
GIFT,32,30,False,True
GONE,32,30,False,True
GREECE,32,29,False,True
GRENADE,32,29,False,True
GULLIBLE,32,29,False,True
HAMMER,32,29,False,True
HEALTH,32,29,False,True
HEARING,32,29,False,True
HELMET1,32,27,False,True
HOPE,32,29,False,True
HUSBAND,32,29,False,True
IMPORTANT,32,28,False,True
INVITE,32,29,False,True
JOKE,32,31,False,True
KANGAROO3,32,27,False,True
KING,32,29,False,True
LATER,32,31,False,True
LAUGH,32,29,False,True
LIGHTER,32,29,False,True
LIPSTICK,32,29,False,True
LOOKAPPEARANCE,32,28,False,True
MAIL1,32,27,False,True
MAYBE,32,29,False,True
MEASURE1,32,29,False,True
MEDITATE3,32,27,False,True
MOTORCYCLE,32,29,False,True
MUSTACHE,32,29,False,True
NORTH,32,29,False,True
OTHER,32,29,False,True
PAIN,32,29,False,True
PEEKABOO,32,29,False,True
PEPSI,32,29,False,True
PERSON,32,29,False,True
PONDER,32,31,False,True
PSYCHOLOGY,32,29,False,True
PULLCONVINCE,32,31,False,True
RAIN,32,28,False,True
RECORDING,32,29,False,True
RIGHT2,32,29,False,True
SAME2,32,28,False,True
SANDWICH2,32,27,False,True
SCARED,32,29,False,True
SERVE1,32,29,False,True
SEW,32,29,False,True
SHINY,32,27,False,True
SHOP2,32,29,False,True
SINK,32,29,False,True
SKATE,32,29,False,True
SLOW,32,29,False,True
SOCCER2,32,30,False,True
SOCIETY,32,31,False,True
SPEAKERS,32,28,False,True
SSHH,32,30,False,True
STEAL,32,27,False,True
STICKY,32,29,False,True
STOMACH,32,29,False,True
STRANGE,32,29,False,True
SURPRISE,32,28,False,True
SUSPECT,32,29,False,True
SWITZERLAND,32,30,False,True
TAKECARE,32,29,False,True
TEAM,32,30,False,True
TEMPTATION,32,29,False,True
TEXT,32,29,False,True
THAT,32,29,False,True
THIEF1,32,29,False,True
THINGS,32,29,False,True
TRAIN,32,28,False,True
TRAVEL,32,29,False,True
TROUBLE,32,29,False,True
TWO,32,29,False,True
UNIVERSITY,32,29,False,True
VERYINTERESTED,32,27,False,True
VIDEOPHONE,32,29,False,True
VIEW,32,29,False,True
VOTE,32,30,False,True
WANT1,32,30,False,True
WEAR,32,29,False,True
WHAT1,32,27,False,True
WINK,32,27,False,True
WISH,32,30,False,True
WOMAN1,32,29,False,True
WORKOUT,32,29,False,True
WORM,32,29,False,True
WRISTWATCH3,32,27,False,True
ZOOMOFF,32,29,False,True
1DOLLAR,31,27,False,True
8HOUR,31,30,False,True
9OCLOCK,31,29,False,True
ABBREVIATE,31,29,False,True
ABOVE,31,29,False,True
ABSOLUTELYNOTHING,31,30,False,True
ACCESS,31,30,False,True
ACCORDION,31,29,False,True
ACCOUNTANT,31,30,False,True
ACT,31,29,False,True
ACTOR,31,29,False,True
ADD,31,29,False,True
ADDICT,31,27,False,True
ADMIT,31,30,False,True
ADVANTAGE,31,30,False,True
AFRICA,31,29,False,True
ALCOHOL,31,30,False,True
ALIGN,31,27,False,True
ALITTLEBIT,31,30,False,True
ALL,31,28,False,True
ALLGONE,31,30,False,True
ALLOVER,31,28,False,True
ALLWAY,31,28,False,True
ALONE,31,26,False,True
ALRIGHT,31,27,False,True
ALWAYS,31,27,False,True
AMERICA,31,28,False,True
ANALYZE,31,27,False,True
ANIMAL,31,29,False,True
ANNOUNCE,31,30,False,True
ANSWER,31,29,False,True
ANY,31,28,False,True
AREA,31,27,False,True
ARIZONA,31,27,False,True
ARM1,31,28,False,True
ARM3,31,27,False,True
ARMY,31,29,False,True
ARREST1,31,30,False,True
ARREST2,31,29,False,True
ARTICLE,31,30,False,True
ASIA,31,29,False,True
ASK,31,29,False,True
ASSEMBLY,31,26,False,True
ASSIST,31,27,False,True
ASSISTANT,31,30,False,True
ASTRONAUT,31,30,False,True
AT,31,27,False,True
ATTITUDE,31,27,False,True
AUDITORIUM,31,30,False,True
AUNT,31,29,False,True
AUTISM2,31,27,False,True
AUTOMATIC,31,28,False,True
AVOID,31,28,False,True
AWAKE,31,27,False,True
AWARD,31,27,False,True
AWKWARD,31,29,False,True
BABY2,31,29,False,True
BABYSITTER,31,27,False,True
BACHELOR,31,26,False,True
BACK,31,29,False,True
BACON,31,28,False,True
BAG1,31,29,False,True
BAG2,31,27,False,True
BAKE1,31,29,False,True
BAKE2,31,30,False,True
BALD,31,30,False,True
BALLOON,31,29,False,True
BANANA1,31,28,False,True
BANANA3,31,27,False,True
BANDAGE,31,29,False,True
BANK,31,27,False,True
BAR,31,28,False,True
BARELY,31,29,False,True
BARK1,31,27,False,True
BASEBALL,31,29,False,True
BASIC,31,30,False,True
BAT3,31,27,False,True
BATHROOM,31,28,False,True
BATTERY,31,27,False,True
BEACH,31,27,False,True
BEAK,31,30,False,True
BEANIE,31,30,False,True
BEANS,31,28,False,True
BEARD,31,27,False,True
BEAVER,31,27,False,True
BECOME,31,30,False,True
BED1,31,29,False,True
BED2,31,27,False,True
BEHIND,31,30,False,True
BELL,31,28,False,True
BETTER,31,27,False,True
BETWEEN,31,30,False,True
BIB,31,28,False,True
BINOCULARS,31,30,False,True
BIOLOGY,31,29,False,True
BIRTHDAY,31,28,False,True
BISON,31,29,False,True
BITEONARM,31,27,False,True
BLAME,31,29,False,True
BLIND,31,29,False,True
BLINDS2,31,29,False,True
BLOND,31,27,False,True
BLOOM,31,29,False,True
BLOW,31,30,False,True
BLOWMIND,31,27,False,True
BLUR,31,27,False,True
BOIL2,31,27,False,True
BOILINGMAD,31,27,False,True
BOLT,31,28,False,True
BORED1,31,30,False,True
BOSS,31,30,False,True
BOTH,31,27,False,True
BOTTOM,31,29,False,True
BOUNCE,31,26,False,True
BOW1,31,28,False,True
BOWLING1,31,29,False,True
BOWLING2,31,29,False,True
BOWTIE,31,29,False,True
BOX,31,28,False,True
BRA3,31,27,False,True
BRAG,31,30,False,True
BRAINSTORM,31,27,False,True
BRAINWASH,31,30,False,True
BREAKDOWN2,31,29,False,True
BREAKTIME,31,27,False,True
BRIDESMAID,31,30,False,True
BRIDGE2,31,27,False,True
BRIGHT,31,29,False,True
BRING,31,27,False,True
BUCKLE1,31,27,False,True
BUDGET,31,28,False,True
BUILDING,31,29,False,True
BULL,31,30,False,True
BULLSHIT,31,30,False,True
BUMPY,31,28,False,True
BURY2,31,27,False,True
BURY3,31,27,False,True
BUS,31,27,False,True
BUSY,31,28,False,True
BUTTER,31,29,False,True
BUY,31,27,False,True
CAFETERIA,31,28,False,True
CAKE,31,29,False,True
CALL2,31,27,False,True
CALLATTENTION,31,29,False,True
CAMCORDER,31,27,False,True
CAMERA,31,30,False,True
CAMPING,31,30,False,True
CAN1,31,30,False,True
CANNOT,31,29,False,True
CARBATTERY,31,27,False,True
CARDS,31,29,False,True
CAREFUL,31,30,False,True
CAROUSEL,31,28,False,True
CARROT1,31,29,False,True
CARVE,31,29,False,True
CASTLE1,31,29,False,True
CASTLE3,31,27,False,True
CASUAL,31,27,False,True
CAT3,31,29,False,True
CATCH2,31,29,False,True
CATEPILLAR,31,29,False,True
CELLPHONE,31,29,False,True
CHALLENGE,31,30,False,True
CHAMPION,31,28,False,True
CHANCE,31,29,False,True
CHARGE,31,30,False,True
CHAT,31,29,False,True
CHEAP,31,28,False,True
CHEER,31,29,False,True
CHEW3,31,28,False,True
CHOP,31,29,False,True
CHOPSTICKS,31,27,False,True
CHURN,31,30,False,True
CIGAR,31,28,False,True
CIRCUSWHEEL,31,30,False,True
CITY2,31,27,False,True
CLAP,31,27,False,True
CLASH,31,27,False,True
CLEAN,31,29,False,True
CLEFTCHIN,31,28,False,True
CLICK,31,29,False,True
CLIENT,31,30,False,True
CLIMBLADDER,31,28,False,True
CLOCK1,31,28,False,True
CLOSEEYES,31,29,False,True
CLOSET1,31,30,False,True
CLOTHES,31,30,False,True
CLOUD4,31,29,False,True
CLOWN,31,29,False,True
COCONUT,31,28,False,True
COINS,31,26,False,True
COLLEGE,31,29,False,True
COMB1,31,27,False,True
COMB2,31,30,False,True
COMEHERE,31,26,False,True
COMEOUT,31,27,False,True
COMFORTABLE,31,27,False,True
COMMENT,31,27,False,True
COMMITTEE,31,27,False,True
COMMUNICATION,31,29,False,True
COMPLAIN,31,27,False,True
CONCERNED,31,29,False,True
CONFIDENT,31,30,False,True
CONFIDENTIAL,31,27,False,True
CONGRATULATIONS,31,28,False,True
CONNECTION,31,30,False,True
CONSUME,31,29,False,True
CONTACTLENS,31,29,False,True
CONTINUE,31,30,False,True
COOL1,31,30,False,True
COOL3,31,30,False,True
COOPERATE,31,29,False,True
COPY,31,30,False,True
CORKSCREW1,31,30,False,True
CORN1,31,30,False,True
CORN3,31,27,False,True
CORNER,31,30,False,True
COST,31,28,False,True
COUCH,31,27,False,True
COUGH,31,28,False,True
COUNT,31,30,False,True
COUNTRY,31,27,False,True
COUSIN,31,29,False,True
CRACK,31,27,False,True
CRAWL2,31,29,False,True
CREAM1,31,27,False,True
CROCODILE,31,26,False,True
CROSS2,31,30,False,True
CROSS3,31,27,False,True
CROSSHEART,31,27,False,True
CRUMPLE,31,27,False,True
CRY1,31,28,False,True
CRY2,31,27,False,True
CRY4,31,27,False,True
CURLYHAIR,31,27,False,True
CURTSEY1,31,26,False,True
CUT,31,28,False,True
CUTE1,31,28,False,True
CUTE2,31,29,False,True
CUTREMOVEVID,31,29,False,True
DATE,31,29,False,True
DEAFSCHOOL,31,27,False,True
DECLINE,31,28,False,True
DECORATE2,31,28,False,True
DEEP,31,28,False,True
DEFLATE,31,29,False,True
DEGREE,31,30,False,True
DELICIOUS,31,28,False,True
DEMOTE,31,30,False,True
DENTIST1,31,28,False,True
DENTIST2,31,27,False,True
DENY,31,27,False,True
DEPARTMENT,31,27,False,True
DEPRESS,31,28,False,True
DEPTH,31,29,False,True
DESERT,31,29,False,True
DESTROY,31,30,False,True
DEVOUR,31,29,False,True
DIE,31,28,False,True
DIFFERENT,31,30,False,True
DIFFERENTSITUATION,31,29,False,True
DIG,31,29,False,True
DIGUP,31,30,False,True
DISAPPOINT,31,29,False,True
DISCUSS,31,29,False,True
DISLIKE,31,27,False,True
DISNEY,31,28,False,True
DISRUPT,31,28,False,True
DIVIDE,31,29,False,True
DIVORCE,31,29,False,True
DOCTOR2,31,27,False,True
DOG2,31,29,False,True
DOLPHIN3,31,27,False,True
DONTFEELLIKE,31,30,False,True
DONTKNOW,31,27,False,True
DONTLIKE,31,29,False,True
DONTMIND,31,29,False,True
DONTWANT,31,28,False,True
DONUT,31,29,False,True
DOUBLE,31,30,False,True
DOUBT,31,29,False,True
DOWNHILL,31,30,False,True
DRAGON,31,28,False,True
DRAWER,31,29,False,True
DREAM,31,30,False,True
DRESSER,31,29,False,True
DRESSUP,31,29,False,True
DRILL,31,27,False,True
DRINK1,31,29,False,True
DRIP,31,27,False,True
DRUM,31,29,False,True
DRYER,31,29,False,True
DUCK2,31,30,False,True
EARLY,31,27,False,True
EARRING,31,27,False,True
EARTHQUAKE,31,30,False,True
EASEL,31,28,False,True
EAST,31,27,False,True
EASY,31,30,False,True
EASYTODO,31,30,False,True
EDGE,31,29,False,True
EGG,31,29,False,True
EIGHT,31,27,False,True
EITHER,31,27,False,True
ELECTRICIAN,31,30,False,True
ELEGANCE,31,28,False,True
EMOTION,31,29,False,True
EMPHASIS,31,28,False,True
END,31,28,False,True
ENEMY,31,29,False,True
ENERGY,31,27,False,True
ENGINEER,31,30,False,True
ENGINESTART,31,30,False,True
ENOUGH,31,29,False,True
ENVELOPE1,31,30,False,True
ENVELOPE5,31,30,False,True
ERASER,31,28,False,True
ERUPT2,31,29,False,True
ESCALATOR,31,29,False,True
ESCAPE,31,27,False,True
EVALUATE,31,29,False,True
EVEN,31,27,False,True
EVERYDAY,31,30,False,True
EVERYNIGHT,31,30,False,True
EVERYYEAR,31,27,False,True
EXAMPLE,31,30,False,True
EXERCISE,31,29,False,True
EXPECT,31,29,False,True
EXPERIMENT,31,30,False,True
EXPLODE,31,28,False,True
EYEGLASSES,31,29,False,True
EYESAWAKE,31,30,False,True
EYETURN,31,27,False,True
FACE,31,28,False,True
FAIR,31,30,False,True
FAKE,31,30,False,True
FALL1,31,30,False,True
FANTASY,31,27,False,True
FAR,31,30,False,True
FASCINATED,31,27,False,True
FASHION,31,29,False,True
FAST,31,27,False,True
FAT,31,30,False,True
FEED1,31,27,False,True
FEEDBACK,31,27,False,True
FEEL,31,30,False,True
FENCE2,31,28,False,True
FIANCE,31,27,False,True
FIGHT,31,29,False,True
FIGURE,31,28,False,True
FILE3,31,27,False,True
FILLOUT,31,28,False,True
FILM,31,30,False,True
FINANCE,31,27,False,True
FIND,31,29,False,True
FIRE,31,29,False,True
FIRST,31,29,False,True
FLASHLIGHT1,31,30,False,True
FLASHLIGHT2,31,29,False,True
FLASHLIGHT4,31,27,False,True
FLIP,31,29,False,True
FLIPFLOPS,31,28,False,True
FLIPSWITCH,31,30,False,True
FLOAT1,31,31,False,True
FLOOR,31,30,False,True
FLOWER,31,29,False,True
FOLD1,31,30,False,True
FOLD2,31,26,False,True
FOLLOW1,31,30,False,True
FOND,31,26,False,True
FOOL,31,27,False,True
FORBID,31,27,False,True
FOREVER1,31,29,False,True
FOREVER2,31,26,False,True
FORGETFUL,31,27,False,True
FORK1,31,27,False,True
FORK2,31,28,False,True
FORK3,31,27,False,True
FOUL,31,27,False,True
FOURTH,31,27,False,True
FOX,31,28,False,True
FRAUD,31,28,False,True
FREAKOUT,31,30,False,True
FRECKLES,31,30,False,True
FRENCHFRIES,31,29,False,True
FRIENDSNOMORE1,31,26,False,True
FRINGE,31,27,False,True
FROG,31,26,False,True
FROM,31,29,False,True
FRONT,31,29,False,True
FROWN1,31,27,False,True
GALLAUDET,31,29,False,True
GAMBLE,31,27,False,True
GARAGE,31,29,False,True
GAS,31,29,False,True
GATE,31,28,False,True
GAY,31,25,False,True
GENERATION,31,30,False,True
GERMANY,31,28,False,True
GET,31,29,False,True
GETINBED,31,29,False,True
GETTHROUGH,31,27,False,True
GETTOGETHER,31,30,False,True
GHOST,31,29,False,True
GIRAFFE,31,30,False,True
GIVEUP,31,29,False,True
GLASS1,31,28,False,True
GLASS3,31,27,False,True
GLASSES,31,29,False,True
GLOVE,31,29,False,True
GLOVES1,31,28,False,True
GLOVES2,31,29,False,True
GLOVES4,31,27,False,True
GLOW,31,27,False,True
GLUE1,31,27,False,True
GOAT,31,29,False,True
GOBACKANDFORTH,31,26,False,True
GOINGTHROUGHAHARDTIME,31,27,False,True
GOLF,31,28,False,True
GOODYGOODY,31,26,False,True
GOOSEBUMPS,31,29,False,True
GORILLA,31,30,False,True
GOTHROUGH,31,27,False,True
GOTOJAIL,31,27,False,True
GOVERNMENT,31,29,False,True
GRAB,31,27,False,True
GRADE,31,27,False,True
GRADUATE,31,29,False,True
GRAMMAR,31,29,False,True
GRAPES1,31,29,False,True
GRASP,31,27,False,True
GRASS,31,29,False,True
GRAY,31,29,False,True
GREET1,31,30,False,True
GRIEVE,31,26,False,True
GROUP,31,27,False,True
GROW,31,28,False,True
GUIDE,31,28,False,True
GUILLOTINE1,31,29,False,True
GUILTY,31,30,False,True
GUITAR,31,29,False,True
GUN2,31,27,False,True
GUN3,31,27,False,True
HABIT,31,28,False,True
HAIRDRYER2,31,27,False,True
HALL,31,27,False,True
HAMSTER,31,28,False,True
HANDCUFFS,31,29,False,True
HANDS,31,27,False,True
HANDSOAP,31,30,False,True
HANDSOME1,31,30,False,True
HANDSOME2,31,29,False,True
HANDSOME3,31,26,False,True
HANUKKAH,31,29,False,True
HARD,31,30,False,True
HARDOFHEARING,31,27,False,True
HARMONICA,31,30,False,True
HAT2,31,27,False,True
HATCH2,31,29,False,True
HATE,31,27,False,True
HAWAII,31,27,False,True
HEAD,31,29,False,True
HEADACHE,31,30,False,True
HEADCOLD,31,27,False,True
HEADGRIND,31,27,False,True
HEADPHONES,31,28,False,True
HEAP,31,27,False,True
HEAR2,31,27,False,True
HEARINGAID,31,29,False,True
HEART,31,30,False,True
HEARTBODY,31,30,False,True
HEAVEN,31,29,False,True
HEAVY,31,29,False,True
HELICOPTER2,31,29,False,True
HEN,31,29,False,True
HERE,31,27,False,True
HIDE,31,30,False,True
HIGHLIGHTER,31,28,False,True
HIGHSCHOOL,31,28,False,True
HINGE,31,29,False,True
HIPPO1,31,29,False,True
HIPPO2,31,27,False,True
HISTORY,31,29,False,True
HIT1,31,27,False,True
HOCKEY,31,30,False,True
HOE,31,26,False,True
HOLD2,31,27,False,True
HOLDACCOUNTABLE,31,28,False,True
HOLDHANDS,31,27,False,True
HOLDTOGETHER,31,27,False,True
HOME,31,29,False,True
HONEY1,31,30,False,True
HONK,31,30,False,True
HONOR,31,27,False,True
HOODIE1,31,26,False,True
HOP,31,27,False,True
HOSE,31,27,False,True
HOTDOG,31,30,False,True
HOTEL,31,30,False,True
HOW1,31,29,False,True
HOW2,31,27,False,True
HOWL,31,26,False,True
HUG,31,30,False,True
HUMMINGBIRD,31,28,False,True
HUNT,31,29,False,True
HYPOCRITE,31,29,False,True
ICECREAM,31,28,False,True
IDENTITY,31,27,False,True
IGNORE,31,27,False,True
IMAGINE1,31,29,False,True
IMAGINE2,31,27,False,True
IMPOSSIBLE,31,31,False,True
IMPROVE,31,30,False,True
IN,31,30,False,True
INCH,31,27,False,True
INDEPENDENT,31,27,False,True
INEPT,31,27,False,True
INFLUENCE,31,30,False,True
INHALE,31,30,False,True
INSPIRING,31,27,False,True
INSTAGRAM,31,27,False,True
INSTITUTE,31,30,False,True
INTEREST,31,30,False,True
INTERESTED,31,29,False,True
INTERVENE,31,27,False,True
INTERVIEW,31,29,False,True
INTRODUCE,31,27,False,True
INTUITIVE,31,28,False,True
INVEST,31,30,False,True
ISOLATED,31,28,False,True
ITALY,31,27,False,True
JACKET3,31,30,False,True
JAPAN,31,27,False,True
JAR,31,30,False,True
JEALOUS,31,28,False,True
JEWELRY,31,31,False,True
JEWISH,31,28,False,True
JIGSAWPUZZLE,31,30,False,True
JUDGE,31,30,False,True
JUICE1,31,30,False,True
JUMP,31,27,False,True
JUNIOR,31,29,False,True
KANGAROO2,31,27,False,True
KEY,31,30,False,True
KEYBOARD,31,28,False,True
KISS1,31,30,False,True
KISS3,31,27,False,True
KISSFIST,31,27,False,True
KITCHEN,31,30,False,True
KITTEN,31,27,False,True
KNEEL,31,30,False,True
KNIGHT1,31,31,False,True
KNITTING3,31,27,False,True
LABEL,31,30,False,True
LAMP2,31,27,False,True
LAND,31,27,False,True
LAPTOP,31,29,False,True
LAST,31,29,False,True
LATE,31,29,False,True
LAW,31,27,False,True
LAWNMOWER,31,29,False,True
LAYDOWN,31,30,False,True
LAZY,31,29,False,True
LEARNLESSON,31,26,False,True
LEATHER,31,30,False,True
LEAVEALONE,31,29,False,True
LEFT,31,27,False,True
LEMON1,31,29,False,True
LETGO,31,29,False,True
LETMESEE,31,28,False,True
LETTER2,31,30,False,True
LIBRARY,31,29,False,True
LICENSE,31,27,False,True
LICK1,31,29,False,True
LICKENVELOPE1,31,29,False,True
LICKENVELOPE2,31,29,False,True
LIE,31,30,False,True
LIFT1,31,27,False,True
LIGHT,31,28,False,True
LIGHTNING,31,26,False,True
LION,31,29,False,True
LIPREAD,31,28,False,True
LIST,31,27,False,True
LIVINGROOM,31,29,False,True
LOCK3,31,27,False,True
LOLLIPOP,31,28,False,True
LONGLINE,31,29,False,True
LONGWORD,31,29,False,True
LOOKAT,31,29,False,True
LOSE,31,27,False,True
LOSEGAME,31,27,False,True
LOST,31,27,False,True
LOUD,31,28,False,True
LOUSY,31,28,False,True
LUCK,31,28,False,True
LUCKY,31,26,False,True
LUNGS,31,30,False,True
MACHINE,31,29,False,True
MAGAZINE,31,29,False,True
MAGNET2,31,28,False,True
MAGNET3,31,27,False,True
MAGNET4,31,27,False,True
MAGNIFY1,31,27,False,True
MAGNIFY2,31,26,False,True
MAID,31,27,False,True
MAINSTREAM,31,27,False,True
MANY,31,28,False,True
MAPLE,31,31,False,True
MARIONETTE,31,27,False,True
MASCARA,31,27,False,True
MATH,31,28,False,True
MCDONALDS,31,30,False,True
ME,31,28,False,True
MEAN2,31,29,False,True
MEAT1,31,30,False,True
MEAT2,31,27,False,True
MEDICINE,31,27,False,True
MEDITATE1,31,27,False,True
MEGAPHONE,31,29,False,True
MELT,31,29,False,True
MEMORIZE,31,27,False,True
MEMORIZEMEMORIZE,31,28,False,True
MESS,31,27,False,True
METAL,31,30,False,True
METAPHOR,31,27,False,True
MEXICAN1,31,30,False,True
MICROSCOPE2,31,29,False,True
MICROWAVE,31,29,False,True
MIDDLE,31,27,False,True
MILK2,31,29,False,True
MIND,31,29,False,True
MINDTURNED,31,27,False,True
MINE,31,27,False,True
MINIMUM2,31,29,False,True
MINUTE,31,29,False,True
MIRROR,31,30,False,True
MISCHIEVOUS,31,27,False,True
MISUNDERSTAND,31,27,False,True
MIX1,31,28,False,True
MIX3,31,28,False,True
MOCK,31,30,False,True
MODEL1,31,28,False,True
MODEL2,31,27,False,True
MONDAY,31,29,False,True
MONEY1,31,29,False,True
MONEY2,31,27,False,True
MONKEY,31,29,False,True
MORE,31,30,False,True
